Time	sum(Value total – Blocks (ETH)) – Ethereum
07.02.2020	2419588518509000000000000
08.02.2020	1305070475773000000000000
09.02.2020	1323952476523000000000000
10.02.2020	1835369761275000000000000
11.02.2020	1448843870593000000000000
12.02.2020	2776338852476000000000000
13.02.2020	2315437238209000000000000
14.02.2020	1920453249279000000000000
15.02.2020	1893642440801000000000000
16.02.2020	1686072195090000000000000
17.02.2020	2680015773540000000000000
18.02.2020	2270943923571000000000000
19.02.2020	1785672707154000000000000
20.02.2020	2279044156344000000000000
21.02.2020	1719948524234000000000000
22.02.2020	937222603449000000000000
23.02.2020	1256623184559000000000000
24.02.2020	1718263858310000000000000
25.02.2020	1883212318959000000000000
26.02.2020	2859174930727000000000000
27.02.2020	2688574803161000000000000
28.02.2020	1812581632754000000000000
29.02.2020	1163284657797000000000000
01.03.2020	1665667805493000000000000
02.03.2020	2532830383270000000000000
03.03.2020	1772096107053000000000000
04.03.2020	1499755907529000000000000
05.03.2020	1746347209846000000000000
06.03.2020	1875733199731000000000000
07.03.2020	1198703519059000000000000
08.03.2020	1883041730163000000000000
09.03.2020	3841036156981000000000000
10.03.2020	2636300089990000000000000
11.03.2020	2455772525543000000000000
12.03.2020	9240068752021000000000000
13.03.2020	8193295975918000000000000
14.03.2020	3185336683443000000000000
15.03.2020	3139294920173000000000000
16.03.2020	6265214347497000000000000
17.03.2020	3336305343021000000000000
18.03.2020	2780826238845000000000000
19.03.2020	3825097497719000000000000
20.03.2020	3774510510405000000000000
21.03.2020	1698628807528000000000000
22.03.2020	1746422913982000000000000
23.03.2020	2642771684250000000000000
24.03.2020	4378373248986000000000000
25.03.2020	2323759686827000000000000
26.03.2020	2123804415368000000000000
27.03.2020	1727121874992000000000000
28.03.2020	1886137219063000000000000
29.03.2020	1224538718647000000000000
30.03.2020	1661532095671000000000000
31.03.2020	2093538666015000000000000
01.04.2020	1438817727125000000000000
02.04.2020	2243301079276000000000000
03.04.2020	2216022967597000000000000
04.04.2020	1198161038547000000000000
05.04.2020	975936379015000000000000
06.04.2020	2711609052199000000000000
07.04.2020	2826850667621000000000000
08.04.2020	1840618919141000000000000
09.04.2020	1540228317569000000000000
10.04.2020	3099858945829000000000000
11.04.2020	1007018033165000000000000
12.04.2020	1089771086941000000000000
13.04.2020	2119685433558000000000000
14.04.2020	1378992393905000000000000
15.04.2020	1390361379363000000000000
16.04.2020	2740019678152000000000000
17.04.2020	1692136932621000000000000
18.04.2020	1741374676840000000000000
19.04.2020	1449224232351000000000000
20.04.2020	2560966323498000000000000
21.04.2020	2143057829227000000000000
22.04.2020	1980359046565000000000000
23.04.2020	2173730833600000000000000
24.04.2020	3381679946943000000000000
25.04.2020	1467785631202000000000000
26.04.2020	1373281936329000000000000
27.04.2020	2082264255593000000000000
28.04.2020	1311415617986000000000000
29.04.2020	2676487196903000000000000
30.04.2020	3136896137618000000000000
01.05.2020	1467872104613000000000000
02.05.2020	1223643375759000000000000
03.05.2020	1261798754454000000000000
04.05.2020	1691657378161000000000000
05.05.2020	1623469145019000000000000
06.05.2020	2203056212511000000000000
07.05.2020	3013133885502000000000000
08.05.2020	2198138552803000000000000
09.05.2020	1474087861513000000000000
10.05.2020	3247633593752000000000000
11.05.2020	2398983135237000000000000
12.05.2020	2426579142785000000000000
13.05.2020	2503003852704000000000000
14.05.2020	2272369699399000000000000
15.05.2020	1936757439657000000000000
16.05.2020	1272917301540000000000000
17.05.2020	1354925914278000000000000
18.05.2020	2113046775137000000000000
19.05.2020	1594206631215000000000000
20.05.2020	1675755679821000000000000
21.05.2020	2015546833528000000000000
22.05.2020	1867730729843000000000000
23.05.2020	1667894011633000000000000
24.05.2020	1245128852156000000000000
25.05.2020	1539549711878000000000000
26.05.2020	1896407998774000000000000
27.05.2020	1534024428101000000000000
28.05.2020	2115483164860000000000000
29.05.2020	2599534944903000000000000
30.05.2020	2448190994639000000000000
31.05.2020	2184329346510000000000000
01.06.2020	2104300947771000000000000
02.06.2020	3745664234524000000000000
03.06.2020	1521984932809000000000000
04.06.2020	1591567469117000000000000
05.06.2020	1902707478409000000000000
06.06.2020	920493729967000000000000
07.06.2020	1146168659497000000000000
08.06.2020	1579371719859000000000000
09.06.2020	1654246494613000000000000
10.06.2020	1878794910709000000000000
11.06.2020	2393771069314000000000000
12.06.2020	1640147167100000000000000
13.06.2020	853886804561000000000000
14.06.2020	1019596800154000000000000
15.06.2020	2629916007193000000000000
16.06.2020	1648398369188000000000000
17.06.2020	1636890427217000000000000
18.06.2020	1842206674872000000000000
19.06.2020	1953473199546000000000000
20.06.2020	1054678887542000000000000
21.06.2020	1524555497607000000000000
22.06.2020	2513551428208000000000000
23.06.2020	2390324575797000000000000
24.06.2020	4188995724526000000000000
25.06.2020	5646842132379000000000000
26.06.2020	2811450421542000000000000
27.06.2020	1831403259946000000000000
28.06.2020	1356902300565000000000000
29.06.2020	1570610495844000000000000
30.06.2020	2005786450631000000000000
01.07.2020	1842896378217000000000000
02.07.2020	1820424071049000000000000
03.07.2020	1812690064693000000000000
04.07.2020	1208429213709000000000000
05.07.2020	1026182920137000000000000
06.07.2020	2256683829787000000000000
07.07.2020	2279310368290000000000000
08.07.2020	3175685788685000000000000
09.07.2020	2434287068498000000000000
10.07.2020	2463918423761000000000000
11.07.2020	1108054701681000000000000
12.07.2020	1244501090749000000000000
13.07.2020	2509099307147000000000000
14.07.2020	3193420220585000000000000
15.07.2020	1886854332937000000000000
16.07.2020	2208051510986000000000000
17.07.2020	1890483320451000000000000
18.07.2020	1345360302588000000000000
19.07.2020	1631064385866000000000000
20.07.2020	2232616222682000000000000
21.07.2020	2352672907031000000000000
22.07.2020	2932074666838000000000000
23.07.2020	5108301076218000000000000
24.07.2020	3060953259286000000000000
25.07.2020	2848461201678000000000000
26.07.2020	3359460200151000000000000
27.07.2020	4877970623007000000000000
28.07.2020	3254210607241000000000000
29.07.2020	3048142798053000000000000
30.07.2020	3199112012826000000000000
31.07.2020	3353679223837000000000000
01.08.2020	3063816732676000000000000
02.08.2020	3293519392596000000000000
03.08.2020	3224898309508000000000000
04.08.2020	3365070381416000000000000
05.08.2020	2432664627844000000000000
06.08.2020	2460503422272000000000000
07.08.2020	2854338101719000000000000
08.08.2020	1628832420320000000000000
09.08.2020	1857988573427000000000000
10.08.2020	3245117563554000000000000
11.08.2020	3039928904960000000000000
12.08.2020	4155510703785000000000000
13.08.2020	3916027861422000000000000
14.08.2020	4514212594022000000000000
15.08.2020	2201971098182000000000000
16.08.2020	2077311656862000000000000
17.08.2020	2947752168663000000000000
18.08.2020	2908023832909000000000000
19.08.2020	2970838290780000000000000
20.08.2020	3002427104245000000000000
21.08.2020	3100687167872000000000000
22.08.2020	2160309659590000000000000
23.08.2020	1501882375644000000000000
24.08.2020	2850732892158000000000000
25.08.2020	2781564191481000000000000
26.08.2020	2816698654547000000000000
27.08.2020	2296326469795000000000000
28.08.2020	3411772827342000000000000
29.08.2020	2695608295415000000000000
30.08.2020	3390879385718000000000000
31.08.2020	5372856908411000000000000
01.09.2020	6666458891546000000000000
02.09.2020	6450275927571000000000000
03.09.2020	6295578832007000000000000
04.09.2020	6407427421463000000000000
05.09.2020	6238787870290000000000000
06.09.2020	5083801706014000000000000
07.09.2020	4146529071272000000000000
08.09.2020	3856384741350000000000000
09.09.2020	4268927243513000000000000
10.09.2020	5632064553441000000000000
11.09.2020	4855191307994000000000000
12.09.2020	4271202023608000000000000
13.09.2020	4235286121391000000000000
14.09.2020	5371314427798000000000000
15.09.2020	4330641034464000000000000
16.09.2020	4719787381096000000000000
17.09.2020	5856321952838000000000000
18.09.2020	6575319800179000000000000
19.09.2020	3443835974024000000000000
20.09.2020	3431954844308000000000000
21.09.2020	4987153888365000000000000
22.09.2020	3647821199350000000000000
23.09.2020	4298925131542000000000000
24.09.2020	3524354024953000000000000
25.09.2020	3033499098565000000000000
26.09.2020	2300985629304000000000000
27.09.2020	2543644300948000000000000
28.09.2020	3183461550733000000000000
29.09.2020	3501739465499000000000000
30.09.2020	3700355241795000000000000
01.10.2020	3756219012558000000000000
02.10.2020	3303984955585000000000000
03.10.2020	1811854829096000000000000
04.10.2020	1686580891810000000000000
05.10.2020	2483105365421000000000000
06.10.2020	2544527971506000000000000
07.10.2020	3422967472682000000000000
08.10.2020	2917021887508000000000000
09.10.2020	3215777469002000000000000
10.10.2020	2296994152090000000000000
11.10.2020	1894176401453000000000000
12.10.2020	2992077018555000000000000
13.10.2020	2525450571020000000000000
14.10.2020	3418270094358000000000000
15.10.2020	2440940684493000000000000
16.10.2020	2903287160870000000000000
17.10.2020	1464639201422000000000000
18.10.2020	1396038937302000000000000
19.10.2020	2229611579667000000000000
20.10.2020	2289516890320000000000000
21.10.2020	3724456914600000000000000
22.10.2020	3730719129375000000000000
23.10.2020	2882264627431000000000000
24.10.2020	1794724700140000000000000
25.10.2020	1402316846445000000000000
26.10.2020	3255702430542000000000000
27.10.2020	2719741880191000000000000
28.10.2020	3407881694376000000000000
29.10.2020	2186986806497000000000000
30.10.2020	3220894669565000000000000
31.10.2020	1941813336417000000000000
01.11.2020	1512497124734000000000000
02.11.2020	3298624983289000000000000
03.11.2020	2884169249798000000000000
04.11.2020	3329891490973000000000000
05.11.2020	3924572733629000000000000
06.11.2020	4231776969983000000000000
07.11.2020	3548852796175000000000000
08.11.2020	1571269456812000000000000
09.11.2020	2737717098370000000000000
10.11.2020	2552312500723000000000000
11.11.2020	3065084388607000000000000
12.11.2020	3909376239404000000000000
13.11.2020	3176275887439000000000000
14.11.2020	1864293839849000000000000
15.11.2020	1649306136578000000000000
16.11.2020	2585690027223000000000000
17.11.2020	4022212660845000000000000
18.11.2020	4116460807268000000000000
19.11.2020	2958400365468000000000000
20.11.2020	3571753472386000000000000
21.11.2020	4297085030455000000000000
22.11.2020	3432373121146000000000000
23.11.2020	4454619017651000000000000
24.11.2020	5048434259823000000000000
25.11.2020	2899842457915000000000000
26.11.2020	4962763171084000000000000
27.11.2020	3194856510265000000000000
28.11.2020	1699319029309000000000000
29.11.2020	1765720784622000000000000
30.11.2020	3272289507511000000000000
01.12.2020	4054918830994000000000000
02.12.2020	2418715598017000000000000
03.12.2020	2366407001229000000000000
04.12.2020	2602528900833000000000000
05.12.2020	1790552033652000000000000
06.12.2020	1551106045990000000000000
07.12.2020	2721097714914000000000000
08.12.2020	2519621800025000000000000
09.12.2020	3331763397470000000000000
10.12.2020	2979704222032000000000000
11.12.2020	2927916679306000000000000
12.12.2020	1737488633076000000000000
13.12.2020	1653510019911000000000000
14.12.2020	2098977228464000000000000
15.12.2020	2413351693993000000000000
16.12.2020	3246578941281000000000000
17.12.2020	4832800866982000000000000
18.12.2020	3030122576266000000000000
19.12.2020	2981090194913000000000000
20.12.2020	1760428368331000000000000
21.12.2020	3413419573697000000000000
22.12.2020	3038043325988000000000000
23.12.2020	2810055991772000000000000
24.12.2020	2846094433086000000000000
25.12.2020	1757525907077000000000000
26.12.2020	1974964919037000000000000
27.12.2020	3357470494666000000000000
28.12.2020	3569483004668000000000000
29.12.2020	4110736027765000000000000
30.12.2020	3648116410920000000000000
31.12.2020	3023836867949000000000000
01.01.2021	2503660343575000000000000
02.01.2021	2560172207962000000000000
03.01.2021	5803329932145000000000000
04.01.2021	7582271711608000000000000
05.01.2021	4744131886351000000000000
06.01.2021	5630885141462000000000000
07.01.2021	5627272036949000000000000
08.01.2021	5921586730205000000000000
09.01.2021	3193280913285000000000000
10.01.2021	3365783398349000000000000
11.01.2021	6727107315949000000000000
12.01.2021	3649320234793000000000000
13.01.2021	3878131033100000000000000
14.01.2021	6624768667956000000000000
15.01.2021	3733368777002000000000000
16.01.2021	2864507009986000000000000
17.01.2021	2398232578295000000000000
18.01.2021	2875345695629000000000000
19.01.2021	5450758907720000000000000
20.01.2021	5776167802528000000000000
21.01.2021	4375040871343000000000000
22.01.2021	4622102894023000000000000
23.01.2021	2449111172948000000000000
24.01.2021	3090795604995000000000000
25.01.2021	3988538180038000000000000
26.01.2021	3985169638650000000000000
27.01.2021	3939973607028000000000000
28.01.2021	3386464396828000000000000
29.01.2021	5252483303559000000000000
30.01.2021	3244839198290000000000000
31.01.2021	2987678241149000000000000
01.02.2021	3153825102524000000000000
02.02.2021	4993058669779000000000000
03.02.2021	4702856349868000000000000
04.02.2021	5041860242491000000000000
05.02.2021	4255005146368000000000000
06.02.2021	3451707447790000000000000
07.02.2021	2950539740317000000000000
08.02.2021	3993345935703000000000000
09.02.2021	3592046181006000000000000
10.02.2021	3582361976931000000000000
11.02.2021	3015632433302000000000000
12.02.2021	3312327569084000000000000
13.02.2021	2218775952643000000000000
14.02.2021	2152335520665000000000000
15.02.2021	2742077848801000000000000
16.02.2021	2810793346997000000000000
17.02.2021	3143864326638000000000000
18.02.2021	3746276108108000000000000
19.02.2021	3029213832307000000000000
20.02.2021	3534355609988000000000000
21.02.2021	2323469366338000000000000
22.02.2021	4156122950137000000000000
23.02.2021	7010418490895000000000000
24.02.2021	3890534988524000000000000
25.02.2021	3337103752361000000000000
26.02.2021	4164000855174000000000000
27.02.2021	2570677605121000000000000
28.02.2021	3360980575621000000000000
01.03.2021	3342329315883000000000000
02.03.2021	3139932158297000000000000
03.03.2021	2681764030207000000000000
04.03.2021	3072159229997000000000000
05.03.2021	2781999270740000000000000
06.03.2021	2733311190869000000000000
07.03.2021	5183186984727000000000000
08.03.2021	3210820637325000000000000
09.03.2021	3163097916358000000000000
10.03.2021	3023032284330000000000000
11.03.2021	3106045139720000000000000
12.03.2021	3890283394160000000000000
13.03.2021	2390132531358000000000000
14.03.2021	1718651338376000000000000
15.03.2021	3603985747346000000000000
16.03.2021	3085098188664000000000000
17.03.2021	2846868774309000000000000
18.03.2021	2572417233631000000000000
19.03.2021	2201858432825000000000000
20.03.2021	1801120367634000000000000
21.03.2021	1972405213148000000000000
22.03.2021	2735290218839000000000000
23.03.2021	2512070358917000000000000
24.03.2021	2513011994434000000000000
25.03.2021	4217614037261000000000000
26.03.2021	2857087822630000000000000
27.03.2021	1914436456211000000000000
28.03.2021	1645735196721000000000000
29.03.2021	3038642476535000000000000
30.03.2021	3331588623628000000000000
31.03.2021	3490848265506000000000000
01.04.2021	2987543367208000000000000
02.04.2021	4196839784505000000000000
03.04.2021	4274771440553000000000000
04.04.2021	2125038826860000000000000
05.04.2021	3563792216981000000000000
06.04.2021	2868889120014000000000000
07.04.2021	3007935817275000000000000
08.04.2021	2717257874672000000000000
09.04.2021	2535250267291000000000000
10.04.2021	2508787971829000000000000
11.04.2021	1833661067593000000000000
12.04.2021	2581293566143000000000000
13.04.2021	3386547264216000000000000
14.04.2021	3857092240126000000000000
15.04.2021	2447052419579000000000000
16.04.2021	3688785197224000000000000
17.04.2021	2632677051045000000000000
18.04.2021	5522785321372000000000000
19.04.2021	3208516434802000000000000
20.04.2021	2885430379177000000000000
21.04.2021	3447895376232000000000000
22.04.2021	4998116794238000000000000
23.04.2021	4411282721672000000000000
24.04.2021	2178565461455000000000000
25.04.2021	1983604086046000000000000
26.04.2021	2921906849020000000000000
27.04.2021	3124274521544000000000000
28.04.2021	3484610142987000000000000
29.04.2021	3220150210369000000000000
30.04.2021	3099069965273000000000000
01.05.2021	2359330974951000000000000
02.05.2021	1753275107412000000000000
03.05.2021	4040423990733000000000000
04.05.2021	4800191483442000000000000
05.05.2021	3626477990596000000000000
06.05.2021	2980104155758000000000000
07.05.2021	3638308034542000000000000
08.05.2021	3361952438692000000000000
09.05.2021	2627996742906000000000000
10.05.2021	4939756845007000000000000
11.05.2021	4500375591026000000000000
12.05.2021	4576588784819000000000000
13.05.2021	5527164929008000000000000
14.05.2021	3330954159800000000000000
15.05.2021	2359756535747000000000000
16.05.2021	2812061782938000000000000
17.05.2021	4416651068992000000000000
18.05.2021	3301649126972000000000000
19.05.2021	9954560799303000000000000
20.05.2021	7791515423977000000000000
21.05.2021	5360689076988000000000000
22.05.2021	3982836968031000000000000
23.05.2021	6640339591419000000000000
24.05.2021	6148565692621000000000000
25.05.2021	5145100744570000000000000
26.05.2021	4319793656888000000000000
27.05.2021	4420285612879000000000000
28.05.2021	3993916641387000000000000
29.05.2021	3493439926296000000000000
30.05.2021	2692440884828000000000000
31.05.2021	2279548649311000000000000
01.06.2021	3381291440310000000000000
02.06.2021	2616671583877000000000000
03.06.2021	2719665638655000000000000
04.06.2021	2707883463852000000000000
05.06.2021	1727130368059000000000000
06.06.2021	1180768901313000000000000
07.06.2021	2038867178258000000000000
08.06.2021	3865623604956000000000000
09.06.2021	3287601259514000000000000
10.06.2021	1868304935555000000000000
11.06.2021	1994614370778000000000000
12.06.2021	1488181194275000000000000
13.06.2021	1237048846259000000000000
14.06.2021	2313060024798000000000000
15.06.2021	1886457363044000000000000
16.06.2021	2809382488780000000000000
17.06.2021	2251349325835000000000000
18.06.2021	2670241761747000000000000
19.06.2021	1190607546900000000000000
20.06.2021	1472058300592000000000000
21.06.2021	3924903395250000000000000
22.06.2021	5288863243348000000000000
23.06.2021	2290083767977000000000000
24.06.2021	2559579213251000000000000
25.06.2021	2993676093402000000000000
26.06.2021	1449022725331000000000000
27.06.2021	1514216720588000000000000
28.06.2021	2527379186117000000000000
29.06.2021	2486944006194000000000000
30.06.2021	2049288599550000000000000
01.07.2021	2969331357435000000000000
02.07.2021	2836529395979000000000000
03.07.2021	988312714328000000000000
04.07.2021	1061219272842000000000000
05.07.2021	1596064394965000000000000
06.07.2021	2016275974935000000000000
07.07.2021	2216214965335000000000000
08.07.2021	3240532338942000000000000
09.07.2021	2430552591049000000000000
10.07.2021	1462890980296000000000000
11.07.2021	767307137701000000000000
12.07.2021	2498122658168000000000000
13.07.2021	2146020114645000000000000
14.07.2021	2588092517648000000000000
15.07.2021	2028125744434000000000000
16.07.2021	2793254094493000000000000
17.07.2021	1185718732106000000000000
18.07.2021	1152802312766000000000000
19.07.2021	2189258670404000000000000
20.07.2021	2199139587543000000000000
21.07.2021	2724439043283000000000000
22.07.2021	2176167264596000000000000
23.07.2021	1857967721013000000000000
24.07.2021	1384380926961000000000000
25.07.2021	934328613479000000000000
26.07.2021	3018163561830000000000000
27.07.2021	2305069658077000000000000
28.07.2021	1906137954094000000000000
29.07.2021	2219797867077000000000000
30.07.2021	2151786586834000000000000
31.07.2021	2057059323411000000000000
01.08.2021	1645240103825000000000000
02.08.2021	1777798019881000000000000
03.08.2021	2239338379874000000000000
04.08.2021	2448770027270000000000000
05.08.2021	2364726763405000000000000
06.08.2021	2363615129985000000000000
07.08.2021	1914806335186000000000000
08.08.2021	1554691528638000000000000
09.08.2021	2804421379395000000000000
10.08.2021	2052430523641000000000000
11.08.2021	1730561490767000000000000
12.08.2021	1795120170676000000000000
13.08.2021	2029222973763000000000000
14.08.2021	1422879606061000000000000
15.08.2021	1411571849959000000000000
16.08.2021	2556205915195000000000000
17.08.2021	2086933796544000000000000
18.08.2021	2119196650208000000000000
19.08.2021	1814183986882000000000000
20.08.2021	2336866111458000000000000
21.08.2021	1233580811416000000000000
22.08.2021	1240642929693000000000000
23.08.2021	2408904709148000000000000
24.08.2021	2854391883833000000000000
25.08.2021	2314154019118000000000000
26.08.2021	1701045328859000000000000
27.08.2021	2080131214353000000000000
28.08.2021	1407551167936000000000000
29.08.2021	1525250546434000000000000
30.08.2021	2120308167618000000000000
31.08.2021	2875550785278000000000000
01.09.2021	2763955876554000000000000
02.09.2021	3138594345924000000000000
03.09.2021	2461375073617000000000000
04.09.2021	1539024038607000000000000
05.09.2021	1186978375859000000000000
06.09.2021	1811922217377000000000000
07.09.2021	3327226022423000000000000
08.09.2021	2553664078127000000000000
09.09.2021	2461553841631000000000000
10.09.2021	2364589762894000000000000
11.09.2021	2229999527868000000000000
12.09.2021	1230055782856000000000000
13.09.2021	1911033003089000000000000
14.09.2021	1601734435390000000000000
15.09.2021	2797696429190000000000000
16.09.2021	1648684499706000000000000
17.09.2021	2277116807271000000000000
18.09.2021	1450631709567000000000000
19.09.2021	1132635193766000000000000
20.09.2021	2786594032325000000000000
21.09.2021	2754433032009000000000000
22.09.2021	2444235400237000000000000
23.09.2021	2046209223392000000000000
24.09.2021	3645479303965000000000000
25.09.2021	1072718144032000000000000
26.09.2021	3507179260649000000000000
27.09.2021	1714205251187000000000000
28.09.2021	1563104365922000000000000
29.09.2021	1480352733980000000000000
30.09.2021	1471445271036000000000000
01.10.2021	1951756243593000000000000
02.10.2021	1290821777180000000000000
03.10.2021	1105319189160000000000000
04.10.2021	1654571719925000000000000
05.10.2021	2451707188394000000000000
06.10.2021	2330872855332000000000000
07.10.2021	2342817032689000000000000
08.10.2021	2244664808305000000000000
09.10.2021	973840633617000000000000
10.10.2021	1125079984817000000000000
11.10.2021	1472471755967000000000000
12.10.2021	1592614361732000000000000
13.10.2021	2010033534520000000000000
14.10.2021	3626073386807000000000000
15.10.2021	2788093512425000000000000
16.10.2021	1766616948854000000000000
17.10.2021	1460114674128000000000000
18.10.2021	1934285677388000000000000
19.10.2021	1742625449360000000000000
20.10.2021	2101171011869000000000000
21.10.2021	2908441570046000000000000
22.10.2021	2242892859143000000000000
23.10.2021	1275153499310000000000000
24.10.2021	962316465614000000000000
25.10.2021	1573087887892000000000000
26.10.2021	1686844922998000000000000
27.10.2021	2777038407207000000000000
28.10.2021	1800884229153000000000000
29.10.2021	2970441838268000000000000
30.10.2021	1312383913488000000000000
31.10.2021	1289875405972000000000000
01.11.2021	1884810159590000000000000
02.11.2021	2228826524653000000000000
03.11.2021	3031377919728000000000000
04.11.2021	2048911952610000000000000
05.11.2021	1950317607161000000000000
06.11.2021	1266353517375000000000000
07.11.2021	928816097504000000000000
08.11.2021	1909703255019000000000000
09.11.2021	1869291098899000000000000
10.11.2021	1944317550964000000000000
11.11.2021	1865296614839000000000000
12.11.2021	2050629063904000000000000
13.11.2021	1209135016178000000000000
14.11.2021	1219352577026000000000000
15.11.2021	3752635707924000000000000
16.11.2021	2485311280610000000000000
17.11.2021	2009347266583000000000000
18.11.2021	2213428200310000000000000
19.11.2021	2031325969790000000000000
20.11.2021	1409393989494000000000000
21.11.2021	1664410787672000000000000
22.11.2021	1888476674045000000000000
23.11.2021	1871435909713000000000000
24.11.2021	2148340693706000000000000
25.11.2021	1706015531849000000000000
26.11.2021	2723601973403000000000000
27.11.2021	1125636254641000000000000
28.11.2021	1026720848144000000000000
29.11.2021	1937806273211000000000000
30.11.2021	2795835599348000000000000
01.12.2021	2629367346062000000000000
02.12.2021	2054961070554000000000000
03.12.2021	2394621061190000000000000
04.12.2021	3379318075541000000000000
05.12.2021	1705590609037000000000000
06.12.2021	3191894216225000000000000
07.12.2021	2312524053189000000000000
08.12.2021	1989393391605000000000000
09.12.2021	1961268315919000000000000
10.12.2021	2117685034483000000000000
11.12.2021	1277423265876000000000000
12.12.2021	747397903809000000000000
13.12.2021	2604439199576000000000000
14.12.2021	2330462513391000000000000
15.12.2021	1930607333621000000000000
16.12.2021	1957971072183000000000000
17.12.2021	1805824219340000000000000
18.12.2021	1248862774749000000000000
19.12.2021	847505750993000000000000
20.12.2021	1523767094634000000000000
21.12.2021	1497157418945000000000000
22.12.2021	1533816421862000000000000
23.12.2021	1728476117671000000000000
24.12.2021	1500202479975000000000000
25.12.2021	1360695539706000000000000
26.12.2021	806558713754000000000000
27.12.2021	1698024491760000000000000
28.12.2021	1991733793212000000000000
29.12.2021	1638542445743000000000000
30.12.2021	3370797674508000000000000
31.12.2021	2325327865805000000000000
01.01.2022	1098031853323000000000000
02.01.2022	849871945418000000000000
03.01.2022	1188484907265000000000000
04.01.2022	1793655672217000000000000
05.01.2022	2159385085493000000000000
06.01.2022	2721754624448000000000000
07.01.2022	2603054382246000000000000
08.01.2022	1429533850319000000000000
09.01.2022	1032472429327000000000000
10.01.2022	1835302878487000000000000
11.01.2022	1638209870850000000000000
12.01.2022	1790709355930000000000000
13.01.2022	2061887155520000000000000
14.01.2022	1657306380543000000000000
15.01.2022	1054018024418000000000000
16.01.2022	1034838126196000000000000
17.01.2022	1512460768415000000000000
18.01.2022	1534331734276000000000000
19.01.2022	2272541583111000000000000
20.01.2022	1859186475371000000000000
21.01.2022	4140295632404000000000000
22.01.2022	3659428847019000000000000
23.01.2022	2293373311850000000000000
24.01.2022	3387823418329000000000000
25.01.2022	2404967736979000000000000
26.01.2022	2761418341165000000000000
27.01.2022	2674690609812000000000000
28.01.2022	2256010948671000000000000
29.01.2022	1579584597628000000000000
30.01.2022	1591038964819000000000000
31.01.2022	2145893688655000000000000
01.02.2022	1987285507969000000000000
02.02.2022	1580582244741000000000000
03.02.2022	2519245014617000000000000
04.02.2022	2081253461251000000000000
05.02.2022	1276673640334000000000000
06.02.2022	892531750957000000000000
07.02.2022	2064770082199000000000000
08.02.2022	1920291857331000000000000
09.02.2022	1764787094543000000000000
10.02.2022	2850001117333000000000000
11.02.2022	2233945666432000000000000
12.02.2022	1238459713867000000000000
13.02.2022	965567269831000000000000
14.02.2022	1620670577030000000000000
15.02.2022	1871558951774000000000000
16.02.2022	1378998366361000000000000
17.02.2022	1690671856909000000000000
18.02.2022	1667549112285000000000000
19.02.2022	828015290848000000000000
20.02.2022	1209605791608000000000000
21.02.2022	1654835868649000000000000
22.02.2022	1434404723252000000000000
23.02.2022	1502303175196000000000000
24.02.2022	3888479282582000000000000
25.02.2022	2124133737971000000000000
26.02.2022	1103034181897000000000000
27.02.2022	1098632362066000000000000
28.02.2022	1855246909616000000000000
01.03.2022	2150228713726000000000000
02.03.2022	1683476810304000000000000
03.03.2022	1583623380828000000000000
04.03.2022	1907805877565000000000000
05.03.2022	968451550970000000000000
06.03.2022	722278720284000000000000
07.03.2022	1698152899780000000000000
08.03.2022	1712803207948000000000000
09.03.2022	1410260485758000000000000
10.03.2022	1594610186377000000000000
11.03.2022	1251045135086000000000000
12.03.2022	608891029033000000000000
13.03.2022	784532174321000000000000
14.03.2022	1165185783518000000000000
15.03.2022	2703536732294000000000000
16.03.2022	1763538089133000000000000
17.03.2022	1672921440906000000000000
18.03.2022	1997079031753000000000000
19.03.2022	1626418452786000000000000
20.03.2022	733202400532000000000000
21.03.2022	1605448880043000000000000
22.03.2022	2120199580841000000000000
23.03.2022	1504112531012000000000000
24.03.2022	1911966833103000000000000
25.03.2022	2010908393324000000000000
26.03.2022	678583160171000000000000
27.03.2022	860294574004000000000000
28.03.2022	1895763507477000000000000
29.03.2022	2201941650703000000000000
30.03.2022	2027094969368000000000000
31.03.2022	1959186651183000000000000
01.04.2022	2029674673921000000000000
02.04.2022	1360535482630000000000000
03.04.2022	914728952713000000000000
04.04.2022	1280393656436000000000000
05.04.2022	1485438126203000000000000
06.04.2022	1862853693547000000000000
07.04.2022	1799242140598000000000000
08.04.2022	1392021904135000000000000
09.04.2022	862196315226000000000000
10.04.2022	704042968990000000000000
11.04.2022	2238373655964000000000000
12.04.2022	1303437242465000000000000
13.04.2022	1286752145952000000000000
14.04.2022	1269081937925000000000000
15.04.2022	1373044356427000000000000
16.04.2022	1115382908886000000000000
17.04.2022	1012122326049000000000000
18.04.2022	1447080328623000000000000
19.04.2022	1639715432936000000000000
20.04.2022	2499181567675000000000000
21.04.2022	1491263850053000000000000
22.04.2022	1572668891670000000000000
23.04.2022	672426741597000000000000
24.04.2022	734728924017000000000000
25.04.2022	2093424392844000000000000
26.04.2022	1691012015202000000000000
27.04.2022	1527946013494000000000000
28.04.2022	1757690713130000000000000
29.04.2022	2530845308009000000000000
30.04.2022	1116241094290000000000000
01.05.2022	1593514954599000000000000
02.05.2022	2439245284280000000000000
03.05.2022	2642760415740000000000000
04.05.2022	1881456933987000000000000
05.05.2022	1902111735693000000000000
06.05.2022	1957406094908000000000000
07.05.2022	1129504434150000000000000
08.05.2022	1383260166823000000000000
09.05.2022	3758129332738000000000000
