Time	sum(Output total – Blocks (DASH)) – Dash
28.11.2019	67747582396434
29.11.2019	47487685612600
30.11.2019	20789029938587
01.12.2019	31227436445937
02.12.2019	29377643681160
03.12.2019	21920090981770
04.12.2019	35629187320594
05.12.2019	35981765643937
06.12.2019	64003866587974
07.12.2019	50927577104891
08.12.2019	24384486768519
09.12.2019	30325687169160
10.12.2019	31809121331251
11.12.2019	30566502042540
12.12.2019	28714222909380
13.12.2019	18734988378032
14.12.2019	41838864530474
15.12.2019	23771829081258
16.12.2019	58792027237946
17.12.2019	46038565441753
18.12.2019	58870129763096
19.12.2019	71271686041769
20.12.2019	49142644507399
21.12.2019	22041465440378
22.12.2019	19838343443131
23.12.2019	22880987642020
24.12.2019	30455387319209
25.12.2019	31227830428188
26.12.2019	77237457217289
27.12.2019	41066529134291
28.12.2019	66778430672611
29.12.2019	57358715822712
30.12.2019	86497792180914
31.12.2019	40181315927833
01.01.2020	26299462672958
02.01.2020	23314956305138
03.01.2020	36294273600646
04.01.2020	38079377261949
05.01.2020	74335984889282
06.01.2020	82688976451073
07.01.2020	53928688811719
08.01.2020	37149003239383
09.01.2020	29662095439733
10.01.2020	43571483744684
11.01.2020	84426422675686
12.01.2020	73360640025770
13.01.2020	49928125091765
14.01.2020	130976159623434
15.01.2020	185890332248606
16.01.2020	99184245015027
17.01.2020	71335053504903
18.01.2020	63842984118767
19.01.2020	38100580171063
20.01.2020	44890699254746
21.01.2020	35060779145217
22.01.2020	30404314176046
23.01.2020	26740743336432
24.01.2020	33848076555764
25.01.2020	19649294845407
26.01.2020	33342883991371
27.01.2020	33642526298470
28.01.2020	21047559332157
29.01.2020	42723664796549
30.01.2020	32144811290038
31.01.2020	26980081733108
01.02.2020	16664147489577
02.02.2020	15648651031842
03.02.2020	21126576171634
04.02.2020	20725848760884
05.02.2020	47788610008196
06.02.2020	34389874226965
07.02.2020	31802558856555
08.02.2020	41888364053964
09.02.2020	21493093398412
10.02.2020	24186073217449
11.02.2020	22685888381343
12.02.2020	35401330836845
13.02.2020	32500480824780
14.02.2020	23113456342361
15.02.2020	35294416652114
16.02.2020	48694390670955
17.02.2020	35981599343340
18.02.2020	24693501412070
19.02.2020	27315446986398
20.02.2020	37870113056522
21.02.2020	21166156595249
22.02.2020	23891413313331
23.02.2020	20944436636258
24.02.2020	17827607160097
25.02.2020	22355339394722
26.02.2020	31724486608107
27.02.2020	47033361474540
28.02.2020	42664876420337
29.02.2020	22177365615236
01.03.2020	13232664090546
02.03.2020	30499502006839
03.03.2020	23456549287813
04.03.2020	13212268674602
05.03.2020	23126903945974
06.03.2020	19065999452108
07.03.2020	15400783507335
08.03.2020	19848575679797
09.03.2020	30053815097899
10.03.2020	32209938777774
11.03.2020	21367742037006
12.03.2020	82237794277411
13.03.2020	83292461083462
14.03.2020	59623838144169
15.03.2020	84555548077754
16.03.2020	73688655253735
17.03.2020	33046734666065
18.03.2020	67313440570132
19.03.2020	61472032842083
20.03.2020	68701950450049
21.03.2020	54953179903851
22.03.2020	64976413874406
23.03.2020	41194214003018
24.03.2020	35886277178948
25.03.2020	36088301308152
26.03.2020	20658759560851
27.03.2020	22525094001939
28.03.2020	37305674349248
29.03.2020	21757035000746
30.03.2020	19674924310071
31.03.2020	29918501388562
01.04.2020	24078373321892
02.04.2020	26976054962692
03.04.2020	22807241070919
04.04.2020	15624275265193
05.04.2020	22192688459671
06.04.2020	27891192811217
07.04.2020	29727708710724
08.04.2020	31940492131023
09.04.2020	29167727996374
10.04.2020	46501816293948
11.04.2020	23998005625106
12.04.2020	31581735717131
13.04.2020	27415496198863
14.04.2020	21115176274860
15.04.2020	22793990731820
16.04.2020	32502161445176
17.04.2020	30003005799453
18.04.2020	24690982192048
19.04.2020	44485028832858
20.04.2020	42574075092197
21.04.2020	33095904593641
22.04.2020	44585753039788
23.04.2020	41305295535027
24.04.2020	25628622584783
25.04.2020	29248043690487
26.04.2020	31893486269070
27.04.2020	76619171044097
28.04.2020	39424341397727
29.04.2020	171726921085642
30.04.2020	48709402628467
01.05.2020	27886491443072
02.05.2020	22352258767286
03.05.2020	26430500241981
04.05.2020	26682402902769
05.05.2020	16091771966488
06.05.2020	20808752991773
07.05.2020	25028024181048
08.05.2020	39032750078235
09.05.2020	32327981023445
10.05.2020	22070173742384
11.05.2020	31558003614878
12.05.2020	32613727747655
13.05.2020	36964664723600
14.05.2020	26614776447033
15.05.2020	27631231143274
16.05.2020	13811863561765
17.05.2020	20861067646891
18.05.2020	25994599141217
19.05.2020	22331561888594
20.05.2020	34988746751835
21.05.2020	35541035521961
22.05.2020	28508380773323
23.05.2020	19662472599322
24.05.2020	21678461420552
25.05.2020	18837794373085
26.05.2020	45620449976713
27.05.2020	16896700115798
28.05.2020	15048066369889
29.05.2020	30832144941330
30.05.2020	27484179356084
31.05.2020	22535827255033
01.06.2020	30752717774217
02.06.2020	41481832675893
03.06.2020	37751000127310
04.06.2020	30645918328878
05.06.2020	23990551217319
06.06.2020	18630649630237
07.06.2020	14381387029522
08.06.2020	15823243257357
09.06.2020	21597283982275
10.06.2020	23281977573851
11.06.2020	40286277904703
12.06.2020	51487585797267
13.06.2020	19088674081408
14.06.2020	12546748075065
15.06.2020	34293067264762
16.06.2020	14328994642186
17.06.2020	20364781297664
18.06.2020	12683434078623
19.06.2020	16230852237026
20.06.2020	13280344853095
21.06.2020	12825206670337
22.06.2020	35122777330638
23.06.2020	57992470666491
24.06.2020	72764228733045
25.06.2020	13431539391162
26.06.2020	24213732105404
27.06.2020	17745344501220
28.06.2020	16791150888954
29.06.2020	23779811488945
30.06.2020	27497785286368
01.07.2020	20241912138659
02.07.2020	18585922211229
03.07.2020	21307825956455
04.07.2020	18590019539844
05.07.2020	16091800761800
06.07.2020	17967344446066
07.07.2020	15083578211357
08.07.2020	17539509852325
09.07.2020	13670377858446
10.07.2020	34428616672128
11.07.2020	22739042648694
12.07.2020	12681259201054
13.07.2020	25419939814376
14.07.2020	38360210021408
15.07.2020	22527658346398
16.07.2020	20308542883454
17.07.2020	15981671841948
18.07.2020	16629937568653
19.07.2020	37873541031519
20.07.2020	17734882404464
21.07.2020	22535781870664
22.07.2020	51164608574670
23.07.2020	31045076491288
24.07.2020	21696430707820
25.07.2020	21948583930041
26.07.2020	36028096093895
27.07.2020	48727143714910
28.07.2020	41385820368469
29.07.2020	35217034382363
30.07.2020	29026379801638
31.07.2020	29617563581787
01.08.2020	44149904851694
02.08.2020	44829087289149
03.08.2020	32219789758666
04.08.2020	22792626764819
05.08.2020	23865032242607
06.08.2020	58205141613075
07.08.2020	40467565891498
08.08.2020	23037844836297
09.08.2020	24317610303272
10.08.2020	27915920930705
11.08.2020	31542712300289
12.08.2020	62512683684935
13.08.2020	19835336476170
14.08.2020	18834458464019
15.08.2020	28307050406596
16.08.2020	21575536361927
17.08.2020	58458629030981
18.08.2020	23346149495556
19.08.2020	23740995292208
20.08.2020	51228836677452
21.08.2020	46105011227182
22.08.2020	19717228323963
23.08.2020	14052751617287
24.08.2020	23198595314531
25.08.2020	26288083536349
26.08.2020	22136223280232
27.08.2020	22022169161795
28.08.2020	18786230141400
29.08.2020	14645308475085
30.08.2020	15450835380429
31.08.2020	16708552146389
01.09.2020	22401218698694
02.09.2020	24685456479429
03.09.2020	27123010933295
04.09.2020	40122715633395
05.09.2020	26822982530248
06.09.2020	16115671388936
07.09.2020	23338454829493
08.09.2020	42403978096353
09.09.2020	21709946570096
10.09.2020	48455719961111
11.09.2020	20726591602907
12.09.2020	23091331992718
13.09.2020	23449454169597
14.09.2020	20695129652054
15.09.2020	21078898598268
16.09.2020	15180624982271
17.09.2020	17303957317671
18.09.2020	21896653328108
19.09.2020	28342021152269
20.09.2020	21129694785552
21.09.2020	18829831990450
22.09.2020	12588935989499
23.09.2020	16038298849468
24.09.2020	15981676548469
25.09.2020	28559820306008
26.09.2020	18714598407738
27.09.2020	20768028147924
28.09.2020	19305519562435
29.09.2020	18237097436877
30.09.2020	20567114114914
01.10.2020	37102949253966
02.10.2020	19139261408227
03.10.2020	11115624469411
04.10.2020	19735752002606
05.10.2020	24688872002947
06.10.2020	23236000925387
07.10.2020	23110219851838
08.10.2020	22202315724740
09.10.2020	33554124025050
10.10.2020	29183967832713
11.10.2020	26015119335607
12.10.2020	24986596484171
13.10.2020	25512353421597
14.10.2020	20179504462819
15.10.2020	17831282701178
16.10.2020	23798505351315
17.10.2020	15745476544009
18.10.2020	14495939279014
19.10.2020	58913709103991
20.10.2020	48733454223464
21.10.2020	71711162480061
22.10.2020	54728903478540
23.10.2020	63089724405958
24.10.2020	42865491523968
25.10.2020	29124488240115
26.10.2020	26615176508556
27.10.2020	20355082235936
28.10.2020	26460283548740
29.10.2020	17344884407953
30.10.2020	81969942944285
31.10.2020	61971744573876
01.11.2020	53836640779487
02.11.2020	51835207192688
03.11.2020	29760148096969
04.11.2020	24580311913239
05.11.2020	47247001210862
06.11.2020	34198001983814
07.11.2020	29968215383060
08.11.2020	23322694275300
09.11.2020	29951828597427
10.11.2020	23462722260220
11.11.2020	37926821836453
12.11.2020	79810265485816
13.11.2020	42826006147231
14.11.2020	36647446424804
15.11.2020	28972645492241
16.11.2020	38763242060552
17.11.2020	33125059302727
18.11.2020	35181675446984
19.11.2020	34514997844348
20.11.2020	31192256334970
21.11.2020	43096171651429
22.11.2020	30770187082024
23.11.2020	32502970571537
24.11.2020	94810235624142
25.11.2020	69322938128396
26.11.2020	50069941760542
27.11.2020	32986368587248
28.11.2020	33412583217900
29.11.2020	42216079746963
30.11.2020	82010997735468
01.12.2020	46613031175853
02.12.2020	28457995420093
03.12.2020	21280255546531
04.12.2020	24896070349413
05.12.2020	43642310418699
06.12.2020	22612627395606
07.12.2020	21051709384655
08.12.2020	22592985283234
09.12.2020	38631478307844
10.12.2020	18428556269546
11.12.2020	23029129824320
12.12.2020	18259374066570
13.12.2020	18922337921503
14.12.2020	23589161113723
15.12.2020	20328642076318
16.12.2020	30188152493189
17.12.2020	43895020090126
18.12.2020	41320795666601
19.12.2020	20048097475547
20.12.2020	35984928172466
21.12.2020	41962008861585
22.12.2020	29532487893100
23.12.2020	41905894658271
24.12.2020	30112558199479
25.12.2020	32460683220164
26.12.2020	37271058023279
27.12.2020	41048533434552
28.12.2020	46773995872664
29.12.2020	46610190457525
30.12.2020	55768010258925
31.12.2020	47575166369779
01.01.2021	96773026791888
02.01.2021	126976886227618
03.01.2021	193544046800354
04.01.2021	168754924922451
05.01.2021	71023760887956
06.01.2021	94250088199922
07.01.2021	97575867557694
08.01.2021	71273946455799
09.01.2021	94651819882406
10.01.2021	222135781140806
11.01.2021	109770453921782
12.01.2021	68803067813452
13.01.2021	62347645028430
14.01.2021	65872691265297
15.01.2021	83544850898857
16.01.2021	33574213132724
17.01.2021	74523463667414
18.01.2021	37806832185491
19.01.2021	96927124764844
20.01.2021	1396178283531657
21.01.2021	1041045667829679
22.01.2021	1248783637927870
23.01.2021	113612562125699
24.01.2021	38340588581372
25.01.2021	71132690384689
26.01.2021	39067841986510
27.01.2021	38691361761544
28.01.2021	46954583324187
29.01.2021	47864588054027
30.01.2021	32761506457797
31.01.2021	38154176812741
01.02.2021	49093467461774
02.02.2021	59783487624298
03.02.2021	166504449562073
04.02.2021	72769414176961
05.02.2021	76552104644343
06.02.2021	85173152365511
07.02.2021	58265821776490
08.02.2021	76261321988783
09.02.2021	81726601613509
10.02.2021	87082894846064
11.02.2021	98823644942146
12.02.2021	104549707020885
13.02.2021	243395494238520
14.02.2021	148471024618185
15.02.2021	193481604195412
16.02.2021	108676489217655
17.02.2021	105939028902217
18.02.2021	113261129306592
19.02.2021	127296652622982
20.02.2021	127991274436230
21.02.2021	94559054675017
22.02.2021	105518314334810
23.02.2021	87753751905389
24.02.2021	71511087153557
25.02.2021	80135676205164
26.02.2021	54630276697774
27.02.2021	57458029635753
28.02.2021	78893140446541
01.03.2021	43902091001430
02.03.2021	59380260004098
03.03.2021	70270312002563
04.03.2021	41570806073724
05.03.2021	45752872201703
06.03.2021	25979216318085
07.03.2021	43135665479893
08.03.2021	44910274896283
09.03.2021	98132472155949
10.03.2021	56221536028323
11.03.2021	49397238090965
12.03.2021	58973504331998
13.03.2021	52178887539006
14.03.2021	59789515766915
15.03.2021	53464988670205
16.03.2021	35429159430534
17.03.2021	45256671494987
18.03.2021	44753440709671
19.03.2021	41383067392824
20.03.2021	31218229204734
21.03.2021	27815997515734
22.03.2021	40327728221240
23.03.2021	38207465960879
24.03.2021	49120093403790
25.03.2021	42271893658900
26.03.2021	55378691059303
27.03.2021	49708488745695
28.03.2021	41030840318970
29.03.2021	81939931145510
30.03.2021	59916213181144
31.03.2021	81603150131424
01.04.2021	65268844574677
02.04.2021	47546063438181
03.04.2021	74190917383142
04.04.2021	58870444872353
05.04.2021	89448382049603
06.04.2021	78604052784305
07.04.2021	66508502462279
08.04.2021	45414687742422
09.04.2021	34261035431100
10.04.2021	55940056544287
11.04.2021	51509861638842
12.04.2021	56120427693470
13.04.2021	52557062239193
14.04.2021	69579206566905
15.04.2021	58121651170766
16.04.2021	109442728056334
17.04.2021	78030728984448
18.04.2021	98111087529101
19.04.2021	50222582540456
20.04.2021	67721388196446
21.04.2021	58992087340840
22.04.2021	129569391098193
23.04.2021	109657728357368
24.04.2021	46560160252169
25.04.2021	39879674918536
26.04.2021	68083902564073
27.04.2021	93325378475076
28.04.2021	110714631674403
29.04.2021	56133104071821
30.04.2021	63724128432892
01.05.2021	31640766007438
02.05.2021	25476725300234
03.05.2021	71033403700100
04.05.2021	126419475052075
05.05.2021	85497796034659
06.05.2021	88813886189340
07.05.2021	71499508124984
08.05.2021	50119830360055
09.05.2021	51320394644095
10.05.2021	82911141470224
11.05.2021	63490591760176
12.05.2021	61154578651561
13.05.2021	77296804144835
14.05.2021	46249955685573
15.05.2021	41505804607216
16.05.2021	48983881987440
17.05.2021	98497423127418
18.05.2021	59141262357184
19.05.2021	106636486398526
20.05.2021	71889164927777
21.05.2021	105202072336511
22.05.2021	153952806788815
23.05.2021	251035620393000
24.05.2021	211951321278151
25.05.2021	287303226573843
26.05.2021	372268295397723
27.05.2021	682972489164903
28.05.2021	977057015066369
29.05.2021	713084038808730
30.05.2021	729238042336394
31.05.2021	841609231707460
01.06.2021	743737114307304
02.06.2021	546139523254562
03.06.2021	251563180702940
04.06.2021	945832055278148
05.06.2021	523975272444197
06.06.2021	260540603072492
07.06.2021	697410939045909
08.06.2021	763035233473526
09.06.2021	851127538878367
10.06.2021	462634379646633
11.06.2021	362290690611048
12.06.2021	686553146214288
13.06.2021	377780661856821
14.06.2021	762001762200291
15.06.2021	1137382610149125
16.06.2021	686669588657472
17.06.2021	641395842996720
18.06.2021	367927132498693
19.06.2021	290478318226033
20.06.2021	12150008291522
21.06.2021	612313798320852
22.06.2021	531161884676576
23.06.2021	485367529492027
24.06.2021	237655475867199
25.06.2021	318635200463251
26.06.2021	350000442364899
27.06.2021	265919945609907
28.06.2021	236920509085856
29.06.2021	252853164775502
30.06.2021	150029804109835
01.07.2021	278520300004964
02.07.2021	207107889585335
03.07.2021	91880248045035
04.07.2021	84248306898565
05.07.2021	211395713540288
06.07.2021	233355952038359
07.07.2021	234710871651569
08.07.2021	259605144927421
09.07.2021	286760806965448
10.07.2021	319124747480885
11.07.2021	229905170288903
12.07.2021	175952746275742
13.07.2021	428054342116468
14.07.2021	326808497112443
15.07.2021	216308069908128
16.07.2021	286601149173882
17.07.2021	243462687201111
18.07.2021	105974533910515
19.07.2021	258428194540349
20.07.2021	191150275936727
21.07.2021	189967380810570
22.07.2021	199003636229382
23.07.2021	173262284992033
24.07.2021	237640266705499
25.07.2021	484640891911199
26.07.2021	309903226718816
27.07.2021	573388805962731
28.07.2021	499678828982993
29.07.2021	640450296650971
30.07.2021	786476931542370
31.07.2021	826021517633833
01.08.2021	1800935046610213
02.08.2021	772396617979040
03.08.2021	528881929361947
04.08.2021	17635334064037
05.08.2021	18483320652176
06.08.2021	340214952979442
07.08.2021	484054508685934
08.08.2021	271285125571034
09.08.2021	547765126645880
10.08.2021	330198473821351
11.08.2021	562145599927119
12.08.2021	354035367966492
13.08.2021	318823517706132
14.08.2021	228758088472483
15.08.2021	246441305844725
16.08.2021	414619770620301
17.08.2021	258425526741447
18.08.2021	232370836183631
19.08.2021	101144834998719
20.08.2021	480401957570891
21.08.2021	290823449979821
22.08.2021	303845857302339
23.08.2021	266811232243813
24.08.2021	176967835456992
25.08.2021	189166449496990
26.08.2021	220279128215585
27.08.2021	318241812409176
28.08.2021	108372804989366
29.08.2021	290244639583637
30.08.2021	243725071029658
31.08.2021	256240616768490
01.09.2021	199958117833567
02.09.2021	139469668442867
03.09.2021	144982707601421
04.09.2021	126548004052225
05.09.2021	58310928445954
06.09.2021	318493969556751
07.09.2021	592497605166588
08.09.2021	279150058284397
09.09.2021	481421944031268
10.09.2021	484936524535729
11.09.2021	257473420356313
12.09.2021	661505523594776
13.09.2021	402882755675559
14.09.2021	172343526181238
15.09.2021	212488831859618
16.09.2021	239405444680500
17.09.2021	333262206709657
18.09.2021	168599584885345
19.09.2021	236489240612893
20.09.2021	627458949744989
21.09.2021	278029867175701
22.09.2021	207549642555415
23.09.2021	237011427300033
24.09.2021	402903846898146
25.09.2021	159069056174858
26.09.2021	88869294448841
27.09.2021	91937395354762
28.09.2021	269299396281566
29.09.2021	207761058157830
30.09.2021	230042244747004
01.10.2021	208842339468925
02.10.2021	179046318979026
03.10.2021	53435889068048
04.10.2021	138225182813061
05.10.2021	120606767361905
06.10.2021	97626495824727
07.10.2021	63383747156900
08.10.2021	45579166491003
09.10.2021	35053225956869
10.10.2021	36696827016980
11.10.2021	78596212308030
12.10.2021	115451998069360
13.10.2021	89711656638192
14.10.2021	56416051761081
15.10.2021	84651933331383
16.10.2021	85469460861236
17.10.2021	123480412061846
18.10.2021	172850238238831
19.10.2021	65738371537173
20.10.2021	65772538606865
21.10.2021	130103939526733
22.10.2021	166307836770747
23.10.2021	182071710904410
24.10.2021	102591362950690
25.10.2021	136758946792686
26.10.2021	163704468910116
27.10.2021	203414828881086
28.10.2021	122469740664485
29.10.2021	50469657591991
30.10.2021	54747842892531
31.10.2021	64829710622715
01.11.2021	75718400279813
02.11.2021	65858719633865
03.11.2021	204970686240245
04.11.2021	435642082648695
05.11.2021	322890948085419
06.11.2021	226699436263012
07.11.2021	209160814669731
08.11.2021	207593431165867
09.11.2021	244874789438438
10.11.2021	293505514673136
11.11.2021	285027795193501
12.11.2021	274398430997705
13.11.2021	252903628872183
14.11.2021	181929895451856
15.11.2021	302648952787610
16.11.2021	515617807943518
17.11.2021	484583702769700
18.11.2021	613033539072872
19.11.2021	493079901958817
20.11.2021	271861887338024
21.11.2021	346039081244427
22.11.2021	385426072529072
23.11.2021	351124354594983
24.11.2021	409916669785356
25.11.2021	744848830189512
26.11.2021	476481102709524
27.11.2021	395103351892713
28.11.2021	442472827531068
29.11.2021	659581238071020
30.11.2021	653836398297361
01.12.2021	713501697114866
02.12.2021	508186920270061
03.12.2021	530950998648287
04.12.2021	595865656317370
05.12.2021	543316998079811
06.12.2021	667828614456802
07.12.2021	587968068559069
08.12.2021	355941286862597
09.12.2021	533094791190034
10.12.2021	339014469385522
11.12.2021	484874810495361
12.12.2021	425960167839906
13.12.2021	483970346719571
14.12.2021	564272459438523
15.12.2021	387333010064262
16.12.2021	339567029657946
17.12.2021	359161428417615
18.12.2021	674061165721788
19.12.2021	556885364385076
20.12.2021	537180669641769
21.12.2021	350186168228732
22.12.2021	374333091922080
23.12.2021	352373282460231
24.12.2021	187448998745427
25.12.2021	96914533398434
26.12.2021	64396844748675
27.12.2021	112711807395675
28.12.2021	117972427370954
29.12.2021	91349636827701
30.12.2021	123173491226876
31.12.2021	140280873636265
01.01.2022	31416689436941
02.01.2022	61872868198033
03.01.2022	54853808883010
04.01.2022	141662879662638
05.01.2022	222359628240278
06.01.2022	48059581666746
07.01.2022	3306841749725200
08.01.2022	3462839283438236
09.01.2022	2865167267334020
10.01.2022	1774814639875353
11.01.2022	644264685471178
12.01.2022	151009848997298
13.01.2022	28078708463365
14.01.2022	19903805906381
15.01.2022	22739836680579
16.01.2022	24731516240588
17.01.2022	24252619812144
18.01.2022	22405779647820
19.01.2022	17485941789859
20.01.2022	21805297070721
21.01.2022	28891537988750
22.01.2022	57459068007321
23.01.2022	28210893756530
24.01.2022	42408017372039
25.01.2022	26767101760865
26.01.2022	26681667511416
27.01.2022	24559391059289
28.01.2022	28634610816157
29.01.2022	24521061908490
30.01.2022	27273945802520
31.01.2022	22729922022065
01.02.2022	35435032873660
02.02.2022	26985984333998
03.02.2022	25309261320798
04.02.2022	35013468456850
05.02.2022	27196674492320
06.02.2022	23766531968174
07.02.2022	24306155943774
08.02.2022	47781430149820
09.02.2022	30958597838949
10.02.2022	21949917454061
11.02.2022	29471329677644
12.02.2022	27582387966232
13.02.2022	26538652249274
14.02.2022	21629875081909
15.02.2022	16424798201781
16.02.2022	21952048217621
17.02.2022	28566701083812
18.02.2022	20923388171362
19.02.2022	20895695216391
20.02.2022	23415269201177
21.02.2022	58873114965268
22.02.2022	270172566591807
23.02.2022	95285369438680
24.02.2022	165758514024066
25.02.2022	93563679523136
26.02.2022	53433692142148
27.02.2022	799252961710087
28.02.2022	1009116992794151
01.03.2022	194120274869076
02.03.2022	122481868967022
03.03.2022	1040154091151542
04.03.2022	876193944747531
05.03.2022	962342510772318
06.03.2022	855664780371078
07.03.2022	127876171420614
08.03.2022	306098729771261
09.03.2022	44348157619998
10.03.2022	69762534946728
11.03.2022	21191937686887
12.03.2022	73277899271257
13.03.2022	62757033913720
14.03.2022	316699585263088
15.03.2022	174672690804848
16.03.2022	17300194739041
17.03.2022	19764267619407
18.03.2022	26116760254378
19.03.2022	32717670619736
20.03.2022	42665847893632
21.03.2022	44956958363673
22.03.2022	41865173417769
23.03.2022	63272475843914
24.03.2022	68864619867001
25.03.2022	82523302651226
26.03.2022	52394510170279
27.03.2022	52996244761442
28.03.2022	61911418640928
29.03.2022	57060527335400
30.03.2022	68300377707843
31.03.2022	46290045893501
01.04.2022	106361163378527
02.04.2022	33416924065022
03.04.2022	84776009327821
04.04.2022	95595881335827
05.04.2022	43343986961160
06.04.2022	42517146034788
07.04.2022	38710045339425
08.04.2022	61782507868192
09.04.2022	126220265096395
10.04.2022	41149184334448
11.04.2022	136672935071230
12.04.2022	110259178946851
13.04.2022	64585922017753
14.04.2022	97991546267841
15.04.2022	52318970438058
16.04.2022	38400540485014
17.04.2022	52065412482236
18.04.2022	98057032971905
19.04.2022	35809830149268
20.04.2022	40690460459943
21.04.2022	90988908769190
22.04.2022	138117862166009
23.04.2022	144202749183622
24.04.2022	201496040986359
25.04.2022	94585666523595
26.04.2022	43189706269928
27.04.2022	85712781425840
28.04.2022	55782877176213
29.04.2022	143798529200541
30.04.2022	92188613190936
01.05.2022	56427051729135
02.05.2022	103007922765489
03.05.2022	135510441648082
04.05.2022	68706825477947
05.05.2022	38582125594657
06.05.2022	49698544037271
07.05.2022	31684606378029
08.05.2022	31717740350058
09.05.2022	162815970268771
10.05.2022	125705657483394
11.05.2022	158468558221467
12.05.2022	180155257280693
13.05.2022	187508398364307
14.05.2022	175502011488548
15.05.2022	306007104463359
16.05.2022	94846121057092
17.05.2022	94527285712536
18.05.2022	146826438061654
19.05.2022	196748564858793
20.05.2022	99144970976483
21.05.2022	144462004768933
22.05.2022	50441172807171
23.05.2022	102666601293756
24.05.2022	92072156006886
25.05.2022	67681240081409
26.05.2022	53351474713380
27.05.2022	65932079873969
28.05.2022	38553079192575
29.05.2022	28402384828427
30.05.2022	54542061376536
31.05.2022	48648944834879
01.06.2022	58703978619629
02.06.2022	39659446238740
03.06.2022	102811992354480
04.06.2022	82831584204066
05.06.2022	27931014846741
06.06.2022	32269213755871
07.06.2022	74985135887979
08.06.2022	29187596640557
09.06.2022	22434890967341
10.06.2022	38681549919102
11.06.2022	130817051148393
12.06.2022	50677209167452
13.06.2022	134907293200107
14.06.2022	221348655013415
15.06.2022	248593497479041
16.06.2022	48004561406402
17.06.2022	76264047563577
18.06.2022	49936422769514
19.06.2022	29134773655610
20.06.2022	59294174356916
21.06.2022	51955752870264
22.06.2022	114713914156768
23.06.2022	74774177748437
24.06.2022	33471957657273
25.06.2022	33164392215545
26.06.2022	83269353376333
27.06.2022	52263906231716
28.06.2022	25227643740002
29.06.2022	48408937281960
30.06.2022	56390812183442
01.07.2022	87841747025324
02.07.2022	122426247946184
03.07.2022	160389540605777
04.07.2022	61971784208521
05.07.2022	146200957282663
06.07.2022	79514079684182
07.07.2022	34641977635137
08.07.2022	45293016011218
09.07.2022	78265076088576
10.07.2022	25166708104451
11.07.2022	32221083663877
12.07.2022	48964559928705
13.07.2022	45359171682758
14.07.2022	71265199011570
15.07.2022	62290603786681
16.07.2022	119818784837467
17.07.2022	37247527392065
18.07.2022	37634912423930
19.07.2022	33484480713864
20.07.2022	51985374952581
21.07.2022	57626284862891
22.07.2022	155086580072676
23.07.2022	67679252226162
24.07.2022	198102696148754
25.07.2022	24645859514550
26.07.2022	30477600733651
27.07.2022	117401729026247
28.07.2022	54438425774574
29.07.2022	35041303226246
30.07.2022	35531439016763
31.07.2022	26606502410869
01.08.2022	47495746322897
02.08.2022	54871323157020
03.08.2022	156665396282889
04.08.2022	23090772483734
05.08.2022	38071315312240
06.08.2022	48642295021226
07.08.2022	30900144175254
08.08.2022	35724515751000
09.08.2022	42469258530332
10.08.2022	46610633185853
11.08.2022	44700594574494
12.08.2022	70140718949526
13.08.2022	30416309279629
14.08.2022	55492951848220
15.08.2022	68665841864585
16.08.2022	189782986349212
17.08.2022	186831005015976
18.08.2022	257289327134623
19.08.2022	259558747395915
20.08.2022	50221649238394
21.08.2022	45223391140032
22.08.2022	25227485473152
23.08.2022	34239064370624
24.08.2022	36247234121692
25.08.2022	22972814130154
26.08.2022	26756524864668
27.08.2022	37530282257681
28.08.2022	33522457038148
29.08.2022	37874784441109
30.08.2022	24584642985354
31.08.2022	34677430930949
01.09.2022	34243654171573
02.09.2022	28335246321528
03.09.2022	25262495329796
04.09.2022	26122055799606
05.09.2022	30020541860967
06.09.2022	33400525036140
07.09.2022	54404253648673
08.09.2022	65056937837942
09.09.2022	34604548110493
10.09.2022	35039956795511
11.09.2022	36248349989871
12.09.2022	29574134946319
13.09.2022	32648767445839
14.09.2022	44659330398986
15.09.2022	40557649154805
16.09.2022	50378616461946
17.09.2022	37785944929710
18.09.2022	28745250502846
19.09.2022	50217305194674
20.09.2022	40918577705856
21.09.2022	39850531126060
22.09.2022	49243075853603
23.09.2022	42137435595812
24.09.2022	53707807719405
25.09.2022	15442326397086
26.09.2022	22595388626790
27.09.2022	51172552895163
28.09.2022	67014890234436
29.09.2022	39659571377308
30.09.2022	26721708856518
01.10.2022	22671516976759
02.10.2022	28306312848975
03.10.2022	126149924865248
04.10.2022	87259433185947
05.10.2022	28911369116117
06.10.2022	92095937450153
07.10.2022	81631982856151
08.10.2022	54079819690523
09.10.2022	29123313978377
10.10.2022	36253706161720
11.10.2022	32352746871103
12.10.2022	40609742554749
13.10.2022	38252161856976
14.10.2022	59381034907992
15.10.2022	49373082680550
16.10.2022	53256888603948
17.10.2022	40145711678771
18.10.2022	33840706490340
19.10.2022	49003425586493
20.10.2022	31047023644207
21.10.2022	80801953573628
22.10.2022	52706433642107
23.10.2022	32488332108344
24.10.2022	30068587614057
25.10.2022	23469687772333
26.10.2022	34826704276422
27.10.2022	47041640135872
28.10.2022	43640418212367
29.10.2022	199194275957350
30.10.2022	20375798693716
31.10.2022	63096139781912
01.11.2022	69934010288567
02.11.2022	40986875222102
03.11.2022	36499325114925
04.11.2022	37829210172930
05.11.2022	52000180341875
